date,city,country,aqi,pm25,pm10,o3,no2,so2,co,no,nh3
2025-12-08T02:00:00+00:00,Delhi,IN,5,199.76,267.66,70.27,11.14,3.21,791.52,0.01,2.88
2025-12-08T03:00:00+00:00,Delhi,IN,5,201.9,267.16,68.87,14.45,3.95,829.01,0.62,2.82
2025-12-08T04:00:00+00:00,Delhi,IN,5,192.61,254,76.67,12.97,4.82,807.07,2.16,2.55
2025-12-08T05:00:00+00:00,Delhi,IN,5,182.38,240.62,85.63,11.4,5.57,779.34,2.66,2.78
2025-12-08T06:00:00+00:00,Delhi,IN,5,171.14,226.87,101.12,9.74,6.38,726,2.14,2.66
2025-12-08T07:00:00+00:00,Delhi,IN,5,129.54,177.74,138.99,4.63,7.73,469.72,0.66,0.08
2025-12-08T08:00:00+00:00,Delhi,IN,5,119.32,164.96,147.21,3.47,7.51,419.47,0.44,0
2025-12-08T09:00:00+00:00,Delhi,IN,5,114.26,158.16,150.33,3.28,7.28,400.04,0.35,0
2025-12-08T10:00:00+00:00,Delhi,IN,5,113.4,155.57,141.62,5.14,7.11,412.13,0.45,0.6
2025-12-08T11:00:00+00:00,Delhi,IN,5,117.73,159.48,124.16,9.89,6.97,467.57,0.47,2.04
2025-12-08T12:00:00+00:00,Delhi,IN,5,122.02,164.05,108.54,16.31,6.89,535.01,0.1,3.4
2025-12-08T13:00:00+00:00,Delhi,IN,5,125.53,168.05,96.89,20.69,6.93,599.74,0,4.63
2025-12-08T14:00:00+00:00,Delhi,IN,5,131.15,175.41,90.08,22.06,7.11,658.79,0,5.5
2025-12-08T15:00:00+00:00,Delhi,IN,5,137.06,183.4,85.42,21.44,6.99,704.7,0,5.81
2025-12-08T16:00:00+00:00,Delhi,IN,5,140.78,188.62,81.06,19.65,6.45,725.4,0,5.41
2025-12-08T17:00:00+00:00,Delhi,IN,5,146.73,196.96,79.48,18.13,6.1,744.99,0,4.89
2025-12-08T18:00:00+00:00,Delhi,IN,5,151.6,203.96,80.96,16.2,5.72,742.09,0,4.16
2025-12-08T19:00:00+00:00,Delhi,IN,5,154.13,207.73,84.3,13.29,5.26,711.33,0,3.28
2025-12-08T20:00:00+00:00,Delhi,IN,5,157.73,212.43,87.97,10.58,4.95,691.91,0,2.82
2025-12-08T21:00:00+00:00,Delhi,IN,5,161.25,216.6,92.01,8.32,4.75,675.31,0,2.53
2025-12-08T22:00:00+00:00,Delhi,IN,5,164.6,220.32,96.16,6.57,4.61,658.99,0,2.3
2025-12-08T23:00:00+00:00,Delhi,IN,5,169.16,225.5,99.4,5.46,4.49,652.52,0,2.19
2025-12-09T00:00:00+00:00,Delhi,IN,5,173.58,230.09,101.32,5.02,4.49,651.07,0,2.18
2025-12-09T01:00:00+00:00,Delhi,IN,5,176.53,232.3,100.59,5.69,4.78,660.71,0,2.31
2025-12-09T02:00:00+00:00,Delhi,IN,5,178.96,233.35,95.85,8.5,5.49,695.54,0,2.67
2025-12-09T03:00:00+00:00,Delhi,IN,5,178.59,230.25,90.23,11.99,6.07,729.61,0.42,3
2025-12-09T04:00:00+00:00,Delhi,IN,5,170.68,218.01,88.64,12.03,6.46,733.88,1.66,3.38
2025-12-09T05:00:00+00:00,Delhi,IN,5,157.26,200.67,92.14,10.82,6.89,714.06,2.23,3.97
2025-12-09T06:00:00+00:00,Delhi,IN,5,142.39,182.61,103.7,9.19,7.2,667.47,1.88,4.2
2025-12-09T07:00:00+00:00,Delhi,IN,4,72.05,99.18,127.43,3.62,5.69,368.45,0.57,1.66
2025-12-09T08:00:00+00:00,Delhi,IN,4,54.76,77.97,129.7,2.49,4.5,292.61,0.36,1.2
2025-12-09T09:00:00+00:00,Delhi,IN,3,49.77,72.37,130.33,2.33,4.16,267.47,0.29,1.13
2025-12-09T10:00:00+00:00,Delhi,IN,4,51.37,74.73,119.79,4.68,4.44,294.05,0.51,1.86
2025-12-09T11:00:00+00:00,Delhi,IN,4,58.67,84.28,100.09,10.76,4.99,377.23,0.71,3.16
2025-12-09T12:00:00+00:00,Delhi,IN,4,67.32,96.14,82.3,19.46,5.34,477.99,0.19,4.3
2025-12-09T13:00:00+00:00,Delhi,IN,5,76.92,109.25,67.33,26.48,5.51,584.17,0,5.43
2025-12-09T14:00:00+00:00,Delhi,IN,5,87.87,124.54,55.56,30.76,5.78,696.5,0,6.67
2025-12-09T15:00:00+00:00,Delhi,IN,5,97.61,138.91,46.89,32.22,5.89,783.47,0,7.37
2025-12-09T16:00:00+00:00,Delhi,IN,5,104.1,148.83,40.63,31.15,5.69,826.65,0,7.16
2025-12-09T17:00:00+00:00,Delhi,IN,5,111.01,159.59,37.88,29.85,5.42,858.14,0.01,7.13
2025-12-09T18:00:00+00:00,Delhi,IN,5,116.99,169.18,37.83,27.84,4.83,855.97,0.01,6.59
2025-12-09T19:00:00+00:00,Delhi,IN,5,120.42,175.83,40.2,23.88,4.08,811.75,0,5.45
2025-12-09T20:00:00+00:00,Delhi,IN,5,125.96,185.46,43.94,19.63,3.73,771.89,0,4.53
2025-12-09T21:00:00+00:00,Delhi,IN,5,132.87,197.37,49.25,15.81,3.73,735.25,0,3.92
2025-12-09T22:00:00+00:00,Delhi,IN,5,140.8,211.28,55.65,12.62,3.98,698.89,0,3.46
2025-12-09T23:00:00+00:00,Delhi,IN,5,148.71,224.95,60.25,10.57,4.01,672.46,0,3.21
2025-12-10T00:00:00+00:00,Delhi,IN,5,154.97,235.72,62.89,9.59,3.95,653.43,0,3.11
2025-12-10T01:00:00+00:00,Delhi,IN,5,159.81,243.14,63.25,10.22,4.06,651.92,0,3.27
2025-12-10T02:00:00+00:00,Delhi,IN,5,164.33,248.75,59.48,13.57,4.57,683.3,0.02,3.75
2025-12-10T03:00:00+00:00,Delhi,IN,5,166.31,249.57,55.96,17.06,4.89,721.87,1,4.09
2025-12-10T04:00:00+00:00,Delhi,IN,5,161.93,241.5,58.45,15.97,5.02,729.54,3.19,4.25
2025-12-10T05:00:00+00:00,Delhi,IN,5,153.48,228.84,64.24,14.41,5.23,720.24,4.03,4.58
2025-12-10T06:00:00+00:00,Delhi,IN,5,143.4,215.91,77.9,12.94,5.48,687.85,3.44,4.66
2025-12-10T07:00:00+00:00,Delhi,IN,5,93.51,153.6,123.67,5.13,6,367.99,0.87,0.84
2025-12-10T08:00:00+00:00,Delhi,IN,5,77.98,129.5,131.86,3.23,5.21,288.44,0.47,0.34
2025-12-10T09:00:00+00:00,Delhi,IN,5,75.45,125.58,135.66,2.9,4.93,268.01,0.35,0.3
2025-12-10T10:00:00+00:00,Delhi,IN,5,79.12,129.57,120.98,6.24,5.06,312.32,0.68,1.52
2025-12-10T11:00:00+00:00,Delhi,IN,5,84.81,135.92,95.64,13.85,5.35,407.4,0.93,3.46
2025-12-10T12:00:00+00:00,Delhi,IN,5,91.29,144.3,73.82,24.76,5.98,520.04,0.24,5.48
2025-12-10T13:00:00+00:00,Delhi,IN,5,99.07,154.67,57.32,34.01,7.11,639.48,0,7.84
2025-12-10T14:00:00+00:00,Delhi,IN,5,109.05,168.43,46.08,39.3,8.15,754.73,0,9.73
2025-12-10T15:00:00+00:00,Delhi,IN,5,117.96,180.83,37.76,41.42,8.64,850.03,0.01,10.85
2025-12-10T16:00:00+00:00,Delhi,IN,5,123.04,187.41,31.45,41.12,8.69,905.43,0.02,11.42
2025-12-10T17:00:00+00:00,Delhi,IN,5,128.34,195.2,27.67,41.14,9.11,957.21,0.03,12.37
2025-12-10T18:00:00+00:00,Delhi,IN,5,131.06,200.09,25.2,40.23,8.97,972.67,0.04,12.68
2025-12-10T19:00:00+00:00,Delhi,IN,5,129.7,199.83,24.96,36.39,7.9,931.97,0.03,11.68
2025-12-10T20:00:00+00:00,Delhi,IN,5,129.08,201.22,26.71,31.25,6.42,888.53,0.01,9.57
2025-12-10T21:00:00+00:00,Delhi,IN,5,128.65,202.17,28.89,26.49,5.02,846.09,0,7.32
2025-12-10T22:00:00+00:00,Delhi,IN,5,126.63,200.68,30.93,22.32,3.68,798.59,0,5.59
2025-12-10T23:00:00+00:00,Delhi,IN,5,124.99,200.71,34.23,19.17,3.19,755.45,0,5.16
2025-12-11T00:00:00+00:00,Delhi,IN,5,123.32,200.91,38,17.15,3.11,715.55,0,5.25
2025-12-11T01:00:00+00:00,Delhi,IN,5,121.47,200.83,39.22,17.03,3.29,695.92,0.01,5.57
2025-12-11T02:00:00+00:00,Delhi,IN,5,121.32,202.69,33.77,20.35,3.69,724.48,0.09,5.67
2025-12-11T03:00:00+00:00,Delhi,IN,5,121.18,202.13,28.86,22.24,3.76,775.06,2.35,5.37
2025-12-11T04:00:00+00:00,Delhi,IN,5,119.33,197.92,33.11,18.84,3.68,815.57,6.74,5.39
2025-12-11T05:00:00+00:00,Delhi,IN,5,115.8,194.36,40.7,17.6,3.98,837.89,7.94,5.92
2025-12-11T06:00:00+00:00,Delhi,IN,5,112.73,193.7,55.29,17.63,4.28,838.99,6.71,6.19
2025-12-11T07:00:00+00:00,Delhi,IN,4,69.71,154.72,123.37,4.6,5.43,312.07,0.77,0.99
2025-12-11T08:00:00+00:00,Delhi,IN,4,62.8,141.7,130.7,2.58,5.3,239.58,0.36,0.52
2025-12-11T09:00:00+00:00,Delhi,IN,4,62.55,140.93,133.25,2.37,5.28,229.07,0.29,0.55
2025-12-11T10:00:00+00:00,Delhi,IN,4,66.34,144.04,118.6,5.94,5.43,279.31,0.65,1.74
2025-12-11T11:00:00+00:00,Delhi,IN,4,71.61,148.19,95.92,13.88,5.76,378.4,0.93,3.83
2025-12-11T12:00:00+00:00,Delhi,IN,5,77.05,153.51,75.38,24.98,6.3,493.84,0.25,5.83
2025-12-11T13:00:00+00:00,Delhi,IN,5,83.89,161.8,59.46,34.14,7.38,612.13,0,8.05
2025-12-11T14:00:00+00:00,Delhi,IN,5,92.37,173.87,50.03,39.34,8.84,720.51,0,10.3
2025-12-11T15:00:00+00:00,Delhi,IN,5,99.77,184.21,43.34,41.32,10.06,802.96,0.01,12.16
2025-12-11T16:00:00+00:00,Delhi,IN,5,103.69,188.99,37.34,40.87,10.61,846.81,0.01,13.28
2025-12-11T17:00:00+00:00,Delhi,IN,5,108.05,195.52,32.11,40.32,10.62,889.57,0.01,13.9
2025-12-11T18:00:00+00:00,Delhi,IN,5,110.01,199.53,27.43,39.01,9.44,902.66,0.02,13.19
2025-12-11T19:00:00+00:00,Delhi,IN,5,108.11,198.52,24.15,35.19,6.81,870.36,0.02,10.33
2025-12-11T20:00:00+00:00,Delhi,IN,5,106.67,199.68,22.9,30.66,4.46,839.12,0.01,7.15
2025-12-11T21:00:00+00:00,Delhi,IN,5,105.3,201.44,22.99,26.41,2.93,806.08,0,4.92
2025-12-11T22:00:00+00:00,Delhi,IN,5,102.69,202.87,24.14,22.52,2.08,762.87,0,3.86
2025-12-11T23:00:00+00:00,Delhi,IN,5,100.9,206.76,26.44,19.44,1.74,721.51,0,3.72
2025-12-12T00:00:00+00:00,Delhi,IN,5,100.23,212.02,28.88,17.33,1.67,684.64,0.01,3.97
2025-12-12T01:00:00+00:00,Delhi,IN,5,101.26,218.7,29.32,17.17,1.99,669.99,0.04,4.47
2025-12-12T02:00:00+00:00,Delhi,IN,5,105.11,227.53,24.08,20.36,2.74,711.13,0.26,5.05
2025-12-12T03:00:00+00:00,Delhi,IN,5,109.91,234.25,20.53,21.85,3.25,772.85,3.05,5.5
2025-12-12T04:00:00+00:00,Delhi,IN,5,112.83,235.56,26.38,18.36,3.48,825.5,7.81,5.8
2025-12-12T05:00:00+00:00,Delhi,IN,5,114.18,237.02,34.35,17.4,3.83,864.3,9.19,6.06
2025-12-12T06:00:00+00:00,Delhi,IN,5,117.08,243.27,49.51,18.05,4.2,882.55,7.8,6.07
2025-12-12T07:00:00+00:00,Delhi,IN,5,112.06,239.09,129.03,6.35,11.83,445.39,1.01,1.57
2025-12-12T08:00:00+00:00,Delhi,IN,5,111.63,223.09,143.51,3.97,12.74,382.84,0.51,0.83
2025-12-12T09:00:00+00:00,Delhi,IN,5,114.95,220.83,150.09,3.59,12.68,377.28,0.37,0.72
2025-12-12T10:00:00+00:00,Delhi,IN,5,123.16,226.52,136.2,7.22,11.45,436.95,0.63,1.91
2025-12-12T11:00:00+00:00,Delhi,IN,5,132.3,232.82,109.06,15.43,9.76,546.16,0.78,3.73
2025-12-12T12:00:00+00:00,Delhi,IN,5,140.8,240.34,85.98,26.73,9.38,671.39,0.18,5.55
2025-12-12T13:00:00+00:00,Delhi,IN,5,151.36,251.86,69.81,35.83,10.21,798.98,0,7.35
2025-12-12T14:00:00+00:00,Delhi,IN,5,164.16,267.79,59.21,40.21,11.19,915.91,0,8.84
2025-12-12T15:00:00+00:00,Delhi,IN,5,175.29,281.18,50.53,41.39,11.55,1008.05,0,9.65
2025-12-12T16:00:00+00:00,Delhi,IN,5,181.02,286.48,43.15,40.4,11.23,1059.83,0,9.86
2025-12-12T17:00:00+00:00,Delhi,IN,5,188.66,295.04,37.87,40.17,11.3,1117.72,0,10.34
2025-12-12T18:00:00+00:00,Delhi,IN,5,195.09,301.35,33.97,39.49,11.02,1147.88,0,10.35
2025-12-12T19:00:00+00:00,Delhi,IN,5,197.51,301.38,32.08,35.98,9.87,1130.36,0,9.34
2025-12-12T20:00:00+00:00,Delhi,IN,5,201.31,303.21,31.58,30.86,8.17,1109.4,0,7.63
2025-12-12T21:00:00+00:00,Delhi,IN,5,206.39,306.61,30.81,26.7,6.45,1100.29,0,5.96
2025-12-12T22:00:00+00:00,Delhi,IN,5,211.06,309.03,29.94,23.45,5.26,1096.66,0,4.96
2025-12-12T23:00:00+00:00,Delhi,IN,5,216.09,312.67,30.03,21.03,4.88,1099.48,0,4.83
2025-12-13T00:00:00+00:00,Delhi,IN,5,220.3,316.08,30.72,19.45,4.9,1102.78,0,5.02
2025-12-13T01:00:00+00:00,Delhi,IN,5,224.71,319.6,30.18,19.3,5.17,1117.16,0.03,5.28
2025-12-13T02:00:00+00:00,Delhi,IN,5,229.86,324.86,25.27,21.33,5.39,1169.2,0.21,5.27
2025-12-13T03:00:00+00:00,Delhi,IN,5,232.88,326.92,20.83,21.62,5.04,1222.47,2.43,4.69
2025-12-13T04:00:00+00:00,Delhi,IN,5,231.56,322.43,24.78,17.1,3.87,1247.37,6.41,3.35
2025-12-13T05:00:00+00:00,Delhi,IN,5,229.79,318.09,37.7,15.61,3.67,1241.66,6.22,3.51
2025-12-13T06:00:00+00:00,Delhi,IN,5,233.39,319.68,68.28,14.65,4.18,1211.95,3.85,3.73
2025-12-13T07:00:00+00:00,Delhi,IN,5,175.01,251.63,155.14,4.45,10.96,657.22,0.5,1.17
2025-12-13T08:00:00+00:00,Delhi,IN,5,164.25,236.51,164.59,2.94,10.13,570.65,0.29,0.79
2025-12-13T09:00:00+00:00,Delhi,IN,5,159.02,227.8,166.18,2.73,9.33,539.18,0.24,0.74
2025-12-13T10:00:00+00:00,Delhi,IN,5,161.88,227.27,149.2,5.21,7.91,563.04,0.38,1.48
2025-12-13T11:00:00+00:00,Delhi,IN,5,170.75,232.52,121.27,10.62,6.36,640.4,0.45,2.96
2025-12-13T12:00:00+00:00,Delhi,IN,5,179.18,237.95,97.58,17.68,5.74,728.77,0.12,4.18
2025-12-13T13:00:00+00:00,Delhi,IN,5,191.26,247.27,80.68,22.84,6.16,825.11,0,5.11
2025-12-13T14:00:00+00:00,Delhi,IN,5,208.39,263.51,69.07,24.59,6.28,920.29,0,4.93
2025-12-13T15:00:00+00:00,Delhi,IN,5,223.98,278.79,59.79,24.3,5.74,999.39,0,4.06
2025-12-13T16:00:00+00:00,Delhi,IN,5,234.44,288.12,51.62,22.69,4.9,1043.09,0,3.16
2025-12-13T17:00:00+00:00,Delhi,IN,5,246.11,299.52,45.68,21.47,4.39,1089.02,0,2.74
2025-12-13T18:00:00+00:00,Delhi,IN,5,254.16,306.75,41.12,20.12,3.68,1106.91,0,2.27
2025-12-13T19:00:00+00:00,Delhi,IN,5,254.02,304.8,38.18,17.63,2.81,1080.28,0,1.78
2025-12-13T20:00:00+00:00,Delhi,IN,5,253.81,303.67,36.81,14.84,2.31,1056.89,0,1.63
2025-12-13T21:00:00+00:00,Delhi,IN,5,254.54,303.62,36.65,12.32,2.04,1035.14,0,1.54
2025-12-13T22:00:00+00:00,Delhi,IN,5,254.32,302.87,37.77,10.24,1.93,1011.24,0,1.47
2025-12-13T23:00:00+00:00,Delhi,IN,5,255.24,303.16,40.37,8.7,1.96,988.53,0,1.4
2025-12-14T00:00:00+00:00,Delhi,IN,5,257.9,303.34,43.39,7.85,2.11,976.31,0,1.37
2025-12-14T01:00:00+00:00,Delhi,IN,5,263.95,306.98,44.63,8.27,2.38,987.05,0,1.33
2025-12-14T02:00:00+00:00,Delhi,IN,5,272.9,312.45,41.96,10.99,2.58,1035.27,0.01,1.11
2025-12-14T03:00:00+00:00,Delhi,IN,5,280.07,314.51,41.98,14.11,2.61,1087.28,0.28,0.73
2025-12-14T04:00:00+00:00,Delhi,IN,5,279.43,310.99,54.38,13.27,2.71,1097.52,1.19,0.68
2025-12-14T05:00:00+00:00,Delhi,IN,5,279.69,312.85,64.8,11.88,2.88,1103.45,1.56,1.11
2025-12-14T06:00:00+00:00,Delhi,IN,5,281.81,316.57,85.56,10.46,3.22,1098.26,1.22,1.55
2025-12-14T07:00:00+00:00,Delhi,IN,5,246.44,282.55,164.88,3.51,4.82,799.59,0.33,0.04
2025-12-14T08:00:00+00:00,Delhi,IN,5,221.8,256.45,169.51,2.55,4.29,695.54,0.21,0
2025-12-14T09:00:00+00:00,Delhi,IN,5,219.34,252.79,169.38,2.69,4.12,686.75,0.18,0
2025-12-14T10:00:00+00:00,Delhi,IN,5,231.91,264.96,152.6,5.59,3.88,749.54,0.28,0.16
2025-12-14T11:00:00+00:00,Delhi,IN,5,248.85,281.43,125.47,11.31,3.66,846.87,0.29,0.67
2025-12-14T12:00:00+00:00,Delhi,IN,5,265.4,297.83,104.58,18.2,3.95,959.73,0.06,1.28
2025-12-14T13:00:00+00:00,Delhi,IN,5,284.41,316.97,90.86,23.17,4.81,1080.68,0,2.43
2025-12-14T14:00:00+00:00,Delhi,IN,5,308.64,342.28,80.65,24.64,5.3,1193.27,0,2.94
2025-12-14T15:00:00+00:00,Delhi,IN,5,328.64,363.38,70.75,23.95,5.18,1276.21,0,2.8
2025-12-14T16:00:00+00:00,Delhi,IN,5,339.35,374.11,61.87,21.88,4.65,1313.63,0,2.41
2025-12-14T17:00:00+00:00,Delhi,IN,5,349.27,384.11,55.7,20.21,4.23,1346.72,0,2.2
2025-12-14T18:00:00+00:00,Delhi,IN,5,352.57,386.74,51.43,18.42,3.57,1346.64,0,1.87
2025-12-14T19:00:00+00:00,Delhi,IN,5,345.88,378.46,49.46,15.78,2.85,1297.92,0,1.48
2025-12-14T20:00:00+00:00,Delhi,IN,5,338.78,370.13,50.09,13.39,2.67,1254.31,0,1.4
2025-12-14T21:00:00+00:00,Delhi,IN,5,331.85,361.07,51.76,11.37,2.63,1213.5,0,1.42
2025-12-14T22:00:00+00:00,Delhi,IN,5,322.86,350.91,52.17,9.83,2.49,1167.8,0,1.53
2025-12-14T23:00:00+00:00,Delhi,IN,5,313.41,340.28,49.48,8.63,2.04,1127.36,0,1.55
2025-12-15T00:00:00+00:00,Delhi,IN,5,303.73,328.65,46.4,8.16,1.7,1092.24,0,1.54
2025-12-15T01:00:00+00:00,Delhi,IN,5,291.22,315.04,41.76,9.2,1.75,1071.58,0,1.68
2025-12-15T02:00:00+00:00,Delhi,IN,5,284.74,310.54,33.66,13.38,2.35,1111.15,0.06,2.08
2025-12-15T03:00:00+00:00,Delhi,IN,5,280.16,308.17,26.56,17.95,2.85,1175.5,0.97,2.35
2025-12-15T04:00:00+00:00,Delhi,IN,5,274.6,306.5,30.7,16.77,3.05,1215.04,4,2.37
2025-12-15T05:00:00+00:00,Delhi,IN,5,266.79,305.11,42.7,15.09,2.99,1219.4,5.21,2.64
2025-12-15T06:00:00+00:00,Delhi,IN,5,258.99,302.82,65.92,14.41,2.96,1193.42,4.17,3.32
2025-12-15T07:00:00+00:00,Delhi,IN,5,186.77,237.88,148.77,4.55,2.8,678.03,0.53,0.23
2025-12-15T08:00:00+00:00,Delhi,IN,5,162.35,211.67,156.96,2.72,2.53,552.42,0.28,0
2025-12-15T09:00:00+00:00,Delhi,IN,5,155.42,203.9,158.68,2.52,2.49,518.98,0.22,0
2025-12-15T10:00:00+00:00,Delhi,IN,5,160.33,208.59,140.66,5.92,2.83,562.45,0.46,0.71
2025-12-15T11:00:00+00:00,Delhi,IN,5,168.33,216.36,111.61,13.18,3.34,654.61,0.59,2.66
2025-12-15T12:00:00+00:00,Delhi,IN,5,176.22,225,88.37,22.93,4.12,762.78,0.13,4.76
2025-12-15T13:00:00+00:00,Delhi,IN,5,186.18,236.09,72.11,31.11,5.44,877.37,0,7.07
2025-12-15T14:00:00+00:00,Delhi,IN,5,199.75,252.06,60.93,35.5,6.74,989.1,0,8.74
2025-12-15T15:00:00+00:00,Delhi,IN,5,211.76,266.54,52.35,36.92,7.6,1078.41,0,9.6
2025-12-15T16:00:00+00:00,Delhi,IN,5,217.7,273.39,44.4,35.75,7.7,1125.04,0,9.61
2025-12-15T17:00:00+00:00,Delhi,IN,5,224.9,281.9,36.95,34.24,7.07,1174.35,0,8.78
2025-12-15T18:00:00+00:00,Delhi,IN,5,228.94,285.57,30.59,31.92,5.17,1192.53,0,6.24
2025-12-15T19:00:00+00:00,Delhi,IN,5,226.74,280.81,26.76,27.58,3.02,1155.79,0,3.52
2025-12-15T20:00:00+00:00,Delhi,IN,5,225.89,277.85,25.99,22.82,2.08,1118.81,0,2.47
2025-12-15T21:00:00+00:00,Delhi,IN,5,224.96,274.61,27.66,18.56,1.53,1079.81,0,1.86
2025-12-15T22:00:00+00:00,Delhi,IN,5,223.19,270.37,31.91,14.93,1.29,1030.79,0,1.48
2025-12-15T23:00:00+00:00,Delhi,IN,5,221.96,266.93,38.06,12.19,1.3,988.75,0,1.29
2025-12-16T00:00:00+00:00,Delhi,IN,5,220.53,263.78,45.24,10.51,1.58,951.18,0,1.18
2025-12-16T01:00:00+00:00,Delhi,IN,5,216.18,258.79,52.36,10.13,2.47,912.39,0.01,1.1
2025-12-16T02:00:00+00:00,Delhi,IN,5,212.38,256.1,51.87,12.59,3.58,913.26,0.03,1.25
2025-12-16T03:00:00+00:00,Delhi,IN,5,208.7,254.6,50.13,15.35,4.56,923.72,0.74,1.24
2025-12-16T04:00:00+00:00,Delhi,IN,5,200.89,248.96,55.02,13.98,5.28,912.08,2.78,1.49
2025-12-16T05:00:00+00:00,Delhi,IN,5,191.12,241.43,64.7,12.63,5.91,886.5,3.46,2.35
2025-12-16T06:00:00+00:00,Delhi,IN,5,179.52,232.89,85.42,10.97,7.05,819.75,2.64,2.7
2025-12-16T07:00:00+00:00,Delhi,IN,5,127.21,179.25,139.94,3.59,9.77,419.1,0.48,0
2025-12-16T08:00:00+00:00,Delhi,IN,5,115.93,164.15,146.24,2.41,8.83,344.6,0.29,0
2025-12-16T09:00:00+00:00,Delhi,IN,5,116.72,164.92,149.08,2.41,8.62,337.1,0.25,0
2025-12-16T10:00:00+00:00,Delhi,IN,5,123.27,171.57,135.67,5.38,7.99,380.97,0.49,0.05
2025-12-16T11:00:00+00:00,Delhi,IN,5,130.96,179.43,111.52,12.06,7.15,466.36,0.66,0.99
2025-12-16T12:00:00+00:00,Delhi,IN,5,137.06,186.9,91.02,21.21,6.77,565.89,0.17,3.09
2025-12-16T13:00:00+00:00,Delhi,IN,5,143.96,195.79,76.36,27.9,6.79,664.43,0,4.89
2025-12-16T14:00:00+00:00,Delhi,IN,5,153.97,208.51,68.26,29.94,6.7,751.3,0,5.76
2025-12-16T15:00:00+00:00,Delhi,IN,5,163.65,220.59,63.36,29.26,6.33,816.29,0,5.94
2025-12-16T16:00:00+00:00,Delhi,IN,5,168.45,226.02,58.8,26.97,5.64,843.12,0,5.68
2025-12-16T17:00:00+00:00,Delhi,IN,5,174.55,234.33,56.26,25.23,5.13,869.9,0,5.44
2025-12-16T18:00:00+00:00,Delhi,IN,5,178.75,241.12,56.29,22.93,4.36,866.09,0,4.66
2025-12-16T19:00:00+00:00,Delhi,IN,5,179.54,244.05,57.95,19.24,3.28,826.1,0,3.33
2025-12-16T20:00:00+00:00,Delhi,IN,5,181.61,248.58,59.81,15.54,2.44,795.38,0,2.07
2025-12-16T21:00:00+00:00,Delhi,IN,5,184.09,252.93,61.58,12.53,1.94,772.44,0,1.29
2025-12-16T22:00:00+00:00,Delhi,IN,5,186.04,256.69,63.73,10.15,1.76,748.36,0,0.91
2025-12-16T23:00:00+00:00,Delhi,IN,5,189.86,263.67,68.06,8.39,1.9,731.33,0,0.73
2025-12-17T00:00:00+00:00,Delhi,IN,5,194.94,272,74.1,7.38,2.31,720.75,0,0.56
2025-12-17T01:00:00+00:00,Delhi,IN,5,201.16,280.64,79.2,7.63,3.08,724.05,0,0.54
2025-12-17T02:00:00+00:00,Delhi,IN,5,209.36,289.98,79.02,10.33,4.12,764.8,0.01,0.58
2025-12-17T03:00:00+00:00,Delhi,IN,5,216.24,296.53,78.6,13.48,5.12,810.85,0.47,0.57
2025-12-17T04:00:00+00:00,Delhi,IN,5,217.22,294.76,83.25,12.78,5.93,824.13,1.87,0.54
2025-12-17T05:00:00+00:00,Delhi,IN,5,214.42,288.58,90.72,11.15,6.43,817.58,2.42,0.84
2025-12-17T06:00:00+00:00,Delhi,IN,5,208.78,279.32,107.95,9.06,7.03,776.73,1.84,0.98
2025-12-17T07:00:00+00:00,Delhi,IN,5,174.98,234.09,145.47,4.15,8.36,582.7,0.52,0
2025-12-17T08:00:00+00:00,Delhi,IN,5,158.74,211.3,152.33,3,7.7,519.36,0.33,0
2025-12-17T09:00:00+00:00,Delhi,IN,5,152.29,201.83,154.57,2.94,7.2,498.64,0.28,0
2025-12-17T10:00:00+00:00,Delhi,IN,5,156.41,204.92,139.38,6.15,6.67,541.67,0.52,0.45
2025-12-17T11:00:00+00:00,Delhi,IN,5,163.44,212.08,113.92,13.19,6.23,628.98,0.67,2.46
2025-12-17T12:00:00+00:00,Delhi,IN,5,168.95,218.71,92.7,22.81,6.41,725.89,0.17,4.48
2025-12-17T13:00:00+00:00,Delhi,IN,5,174.68,226.19,77.43,30.12,7.06,823.74,0,6.45
2025-12-17T14:00:00+00:00,Delhi,IN,5,184.26,238.49,66.83,33.1,7.39,916.21,0,7.36
2025-12-17T15:00:00+00:00,Delhi,IN,5,193.94,250.81,58.96,32.93,7.25,988.75,0,7.26
2025-12-17T16:00:00+00:00,Delhi,IN,5,198.34,256.02,52.19,30.65,6.62,1015.82,0,6.62
2025-12-17T17:00:00+00:00,Delhi,IN,5,204.08,263.25,47.91,28.89,6.06,1047.26,0,6.15
2025-12-17T18:00:00+00:00,Delhi,IN,5,207.91,267.88,45.42,26.81,5.2,1049.13,0,5.39
2025-12-17T19:00:00+00:00,Delhi,IN,5,207.69,267.7,45.08,23.15,4.12,1005.86,0,4.46
2025-12-17T20:00:00+00:00,Delhi,IN,5,208.82,270.09,46.53,19.03,3.44,969.71,0,3.79
2025-12-17T21:00:00+00:00,Delhi,IN,5,210.14,272.58,48.71,15.58,2.94,937.97,0,3.23
2025-12-17T22:00:00+00:00,Delhi,IN,5,210.56,272.98,51.63,12.77,2.65,903.66,0,2.83
2025-12-17T23:00:00+00:00,Delhi,IN,5,211.77,273.49,55.25,10.8,2.63,875.66,0,2.82
2025-12-18T00:00:00+00:00,Delhi,IN,5,212.84,273.75,59.2,9.68,2.74,854.55,0,2.94
2025-12-18T01:00:00+00:00,Delhi,IN,5,213.53,274.17,61.85,10.03,3.15,850.55,0,3.28
